,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Dwight Howard,Dwight Howard,C,36,"6' 10""",265 lbs,--,"$1,669,178",los-angeles-lakers,2384,https://www.espn.com/nba/player/_/id/2384/dwight-howard,Career,1242,31.8,58.7,21.4,56.7,11.8,1.3,1.8,0.9,3.1,2.7,15.7
Jay Huff,Jay Huff,C,23,"7' 1""",240 lbs,Virginia,--,los-angeles-lakers,4065731,https://www.espn.com/nba/player/_/id/4065731/jay-huff,Career,4,5.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,0.3,0.3,0.0
LeBron James,LeBron James,SF,37,"6' 9""",250 lbs,--,"$41,180,544",los-angeles-lakers,1966,https://www.espn.com/nba/player/_/id/1966/lebron-james,Career,1366,38.2,50.5,34.6,73.4,7.5,7.4,0.8,1.6,1.8,3.5,27.1
Stanley Johnson,Stanley Johnson,PF,26,"6' 6""",242 lbs,Arizona,"$888,616",los-angeles-lakers,3134881,https://www.espn.com/nba/player/_/id/3134881/stanley-johnson,Career,419,20.1,38.4,30.0,75.4,3.1,1.5,0.2,0.9,2.0,1.1,6.3
Damian Jones,Damian Jones,C,27,"6' 11""",245 lbs,Vanderbilt,"$1,977,011",los-angeles-lakers,3064559,https://www.espn.com/nba/player/_/id/3064559/damian-jones,Career,199,15.3,66.5,30.2,70.2,3.4,0.8,0.7,0.4,2.3,0.7,5.6
Mason Jones,Mason Jones,G,24,"6' 4""",200 lbs,Arkansas,--,los-angeles-lakers,4395704,https://www.espn.com/nba/player/_/id/4395704/mason-jones,Career,36,10.7,42.8,35.7,65.8,1.8,1.3,0.0,0.3,0.9,0.8,5.4
Kendrick Nunn,Kendrick Nunn,G,27,"6' 2""",190 lbs,Oakland,"$5,000,000",los-angeles-lakers,3056247,https://www.espn.com/nba/player/_/id/3056247/kendrick-nunn,Career,123,29.4,45.8,36.4,88.1,2.9,3.0,0.2,0.9,2.1,1.6,15.0
Scotty Pippen Jr.,Scotty Pippen Jr.,G,21,"6' 3""",185 lbs,Vanderbilt,--,los-angeles-lakers,4431785,https://www.espn.com/nba/player/_/id/4431785/scotty-pippen-jr,,,,,,,,,,,,,
Austin Reaves,Austin Reaves,SG,24,"6' 5""",197 lbs,Oklahoma,"$925,258",los-angeles-lakers,4066457,https://www.espn.com/nba/player/_/id/4066457/austin-reaves,Career,61,23.2,45.9,31.7,83.9,3.2,1.8,0.3,0.5,1.4,0.7,7.3
Cole Swider,Cole Swider,F,23,"6' 9""",220 lbs,Syracuse,--,los-angeles-lakers,4397134,https://www.espn.com/nba/player/_/id/4397134/cole-swider,,,,,,,,,,,,,
Juan Toscano-Anderson,Juan Toscano-Anderson,SF,29,"6' 6""",209 lbs,Marquette,"$1,701,593",los-angeles-lakers,4401416,https://www.espn.com/nba/player/_/id/4401416/juan-toscano-anderson,Career,139,17.1,52.3,36.1,61.3,3.3,2.2,0.3,0.7,1.8,1.0,4.8
Lonnie Walker IV,Lonnie Walker IV,G,23,"6' 4""",204 lbs,"$4,447,896",,los-angeles-lakers,4277890,https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,Career,208,20.4,41.4,34.3,77.9,2.4,1.6,0.2,0.5,1.4,0.9,9.4
Russell Westbrook,Russell Westbrook,PG,33,"6' 3""",200 lbs,UCLA,"$44,211,146",los-angeles-lakers,3468,https://www.espn.com/nba/player/_/id/3468/russell-westbrook,Career,1021,34.7,43.8,30.5,78.3,7.4,8.4,0.3,1.7,2.6,4.1,22.8
Deandre Ayton,Deandre Ayton,C,24,"6' 11""",250 lbs,Arizona,"$12,632,950",phoenix-suns,4278129,https://www.espn.com/nba/player/_/id/4278129/deandre-ayton,Career,236,30.7,59.9,25.0,75.4,10.5,1.6,1.0,0.7,2.8,1.7,16.3
Bismack Biyombo,Bismack Biyombo,C,29,"6' 8""",255 lbs,--,"$863,368",phoenix-suns,6427,https://www.espn.com/nba/player/_/id/6427/bismack-biyombo,Career,738,19.9,53.0,0.0,56.4,6.1,0.6,1.3,0.3,2.2,0.9,5.2
Devin Booker,Devin Booker,SG,25,"6' 5""",206 lbs,Kentucky,"$31,650,600",phoenix-suns,3136193,https://www.espn.com/nba/player/_/id/3136193/devin-booker,Career,477,33.7,45.7,35.7,87.0,3.9,4.7,0.3,0.8,3.0,3.1,23.5
Mikal Bridges,Mikal Bridges,SF,25,"6' 6""",209 lbs,Villanova,"$5,557,725",phoenix-suns,3147657,https://www.espn.com/nba/player/_/id/3147657/mikal-bridges,Career,309,31.3,50.9,37.4,83.1,3.9,2.1,0.6,1.3,2.0,0.9,11.3
Torrey Craig,Torrey Craig,SF,31,"6' 7""",221 lbs,USC Upstate,"$4,878,049",phoenix-suns,2528693,https://www.espn.com/nba/player/_/id/2528693/torrey-craig,Career,300,18.7,45.6,33.0,69.3,3.6,0.9,0.5,0.5,2.0,0.6,5.7
Jae Crowder,Jae Crowder,PF,32,"6' 6""",235 lbs,Marquette,"$9,720,900",phoenix-suns,6581,https://www.espn.com/nba/player/_/id/6581/jae-crowder,Career,735,25.3,41.7,34.6,77.7,4.3,1.6,0.3,1.0,2.1,0.9,9.6
Cameron Johnson,Cameron Johnson,SF,26,"6' 8""",210 lbs,North Carolina,"$4,437,000",phoenix-suns,3138196,https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,Career,183,24.2,44.0,39.0,84.3,3.6,1.4,0.3,0.7,1.6,0.7,10.4
Jock Landale,Jock Landale,C,26,"6' 11""",255 lbs,Saint Mary's,"$925,258",phoenix-suns,3146557,https://www.espn.com/nba/player/_/id/3146557/jock-landale,Career,54,10.9,49.5,32.6,82.9,2.6,0.8,0.3,0.2,1.0,0.6,4.9
Damion Lee,Damion Lee,SG,29,"6' 5""",210 lbs,Louisville,"$1,910,860",phoenix-suns,2595209,https://www.espn.com/nba/player/_/id/2595209/damion-lee,Career,216,21.0,43.4,35.7,86.8,3.5,1.4,0.1,0.7,1.6,0.7,8.2
Gabriel Lundberg,Gabriel Lundberg,F,27,"6' 4""",203 lbs,--,--,phoenix-suns,4981257,https://www.espn.com/nba/player/_/id/4981257/gabriel-lundberg,Career,4,11.0,26.3,37.5,0.0,1.8,2.8,0.0,0.8,1.8,0.8,3.3
Josh Okogie,Josh Okogie,SF,23,"6' 4""",213 lbs,Georgia Tech,"$4,087,904",phoenix-suns,4065663,https://www.espn.com/nba/player/_/id/4065663/josh-okogie,Career,244,20.6,40.3,27.5,75.8,2.9,1.1,0.4,1.0,2.0,0.9,6.4
Chris Paul,Chris Paul,PG,37,"6' 0""",175 lbs,Wake Forest,"$30,000,000",phoenix-suns,2779,https://www.espn.com/nba/player/_/id/2779/chris-paul,Career,1155,34.5,47.3,36.9,87.1,4.5,9.5,0.1,2.1,2.4,2.4,18.1
Cameron Payne,Cameron Payne,PG,28,"6' 1""",183 lbs,Murray State,"$6,500,000",phoenix-suns,3064230,https://www.espn.com/nba/player/_/id/3064230/cameron-payne,Career,279,17.9,42.1,36.2,83.0,2.2,3.2,0.2,0.7,1.7,1.2,7.6
Elfrid Payton,Elfrid Payton,PG,28,"6' 3""",195 lbs,Louisiana-Lafayette,"$1,669,178",phoenix-suns,2583639,https://www.espn.com/nba/player/_/id/2583639/elfrid-payton,Career,500,26.8,44.7,28.7,62.3,4.0,5.7,0.3,1.2,2.0,2.2,10.1
Dario Saric,Dario Saric,PF,28,"6' 10""",225 lbs,--,"$8,510,000",phoenix-suns,3032978,https://www.espn.com/nba/player/_/id/3032978/dario-saric,Career,356,25.2,44.1,35.7,83.8,5.9,2.0,0.2,0.6,2.1,1.6,11.7
Landry Shamet,Landry Shamet,SG,25,"6' 4""",190 lbs,Wichita State,"$3,768,342",phoenix-suns,3914044,https://www.espn.com/nba/player/_/id/3914044/landry-shamet,Career,262,23.3,41.0,39.0,83.5,1.8,1.6,0.1,0.4,1.8,0.7,9.0
Ish Wainright,Ish Wainright,F,27,"6' 5""",235 lbs,Baylor,"$5,318",phoenix-suns,3059307,https://www.espn.com/nba/player/_/id/3059307/ish-wainright,Career,45,8.0,39.4,32.2,58.3,1.2,0.3,0.1,0.4,1.1,0.3,2.4
Duane Washington Jr.,Duane Washington Jr.,PG,22,"6' 3""",197 lbs,Ohio State,"$950,000",phoenix-suns,4397235,https://www.espn.com/nba/player/_/id/4397235/duane-washington-jr,Career,48,20.2,40.5,37.7,75.4,1.7,1.8,0.1,0.5,1.4,1.2,9.9
Harrison Barnes,Harrison Barnes,SF,30,"6' 8""",225 lbs,North Carolina,"$20,284,091",sacramento-kings,6578,https://www.espn.com/nba/player/_/id/6578/harrison-barnes,Career,747,31.8,45.3,37.9,80.4,5.1,1.8,0.2,0.7,1.6,1.2,14.1
Quinn Cook,Quinn Cook,PG,29,"6' 1""",180 lbs,Duke,--,sacramento-kings,2566745,https://www.espn.com/nba/player/_/id/2566745/quinn-cook,Career,188,14.1,46.1,40.8,79.5,1.7,1.6,0.0,0.3,1.1,0.7,6.4
Terence Davis,Terence Davis,SG,25,"6' 4""",201 lbs,Ole Miss,"$4,000,000",sacramento-kings,3919454,https://www.espn.com/nba/player/_/id/3919454/terence-davis,Career,163,17.3,43.7,36.6,83.5,3.0,1.5,0.2,0.7,1.8,1.1,8.5
De'Aaron Fox,De'Aaron Fox,PG,24,"6' 3""",185 lbs,Kentucky,"$28,103,550",sacramento-kings,4066259,https://www.espn.com/nba/player/_/id/4066259/deaaron-fox,Career,322,32.1,46.2,32.0,72.5,3.5,6.2,0.4,1.3,2.7,2.8,19.1
Richaun Holmes,Richaun Holmes,C,28,"6' 10""",235 lbs,Bowling Green,"$10,384,500",sacramento-kings,2993370,https://www.espn.com/nba/player/_/id/2993370/richaun-holmes,Career,376,21.1,60.5,25.6,74.6,5.8,1.1,1.1,0.6,2.7,0.9,9.6
Kevin Huerter,Kevin Huerter,SG,23,"6' 7""",198 lbs,Maryland,"$4,253,357",sacramento-kings,4066372,https://www.espn.com/nba/player/_/id/4066372/kevin-huerter,Career,274,29.6,43.1,37.9,78.8,3.5,3.2,0.4,0.9,2.4,1.3,11.4
Josh Jackson,Josh Jackson,SG,25,"6' 8""",207 lbs,Kansas,"$5,005,350",sacramento-kings,4066297,https://www.espn.com/nba/player/_/id/4066297/josh-jackson,Career,291,23.1,41.6,29.2,68.0,4.0,1.8,0.6,0.9,2.5,1.8,11.3
Jeremy Lamb,Jeremy Lamb,SG,30,"6' 5""",180 lbs,Connecticut,"$10,500,000",sacramento-kings,6603,https://www.espn.com/nba/player/_/id/6603/jeremy-lamb,Career,573,20.8,43.9,34.2,85.7,3.6,1.6,0.4,0.7,1.6,0.8,10.1
Alex Len,Alex Len,C,29,"7' 0""",250 lbs,Maryland,"$3,732,000",sacramento-kings,2596107,https://www.espn.com/nba/player/_/id/2596107/alex-len,Career,570,18.9,50.7,32.9,68.3,5.9,0.9,1.0,0.4,2.6,1.2,7.7
Trey Lyles,Trey Lyles,PF,26,"6' 9""",234 lbs,Kentucky,"$2,500,000",sacramento-kings,3136196,https://www.espn.com/nba/player/_/id/3136196/trey-lyles,Career,449,18.3,44.1,33.8,73.7,4.3,1.1,0.3,0.4,1.4,0.8,7.8
Sam Merrill,Sam Merrill,SG,26,"6' 4""",205 lbs,Utah State,"$1,517,981",sacramento-kings,4066757,https://www.espn.com/nba/player/_/id/4066757/sam-merrill,Career,36,8.1,41.7,40.0,75.0,1.0,0.7,0.0,0.2,0.6,0.3,3.2
Chimezie Metu,Chimezie Metu,PF,25,"6' 9""",225 lbs,USC,"$1,762,796",sacramento-kings,3914283,https://www.espn.com/nba/player/_/id/3914283/chimezie-metu,Career,143,14.1,46.3,30.8,76.2,3.6,0.8,0.4,0.5,1.2,0.8,6.1
Davion Mitchell,Davion Mitchell,PG,23,"6' 0""",202 lbs,Baylor,"$4,603,320",sacramento-kings,4278053,https://www.espn.com/nba/player/_/id/4278053/davion-mitchell,Career,75,27.7,41.8,31.6,65.9,2.2,4.2,0.3,0.7,1.9,1.5,11.5
Chima Moneke,Chima Moneke,F,--,"6' 6""",223 lbs,UC Davis,--,sacramento-kings,3919347,https://www.espn.com/nba/player/_/id/3919347/chima-moneke,,,,,,,,,,,,,
Malik Monk,Malik Monk,SG,24,"6' 3""",200 lbs,Kentucky,"$1,669,178",sacramento-kings,4066262,https://www.espn.com/nba/player/_/id/4066262/malik-monk,Career,309,20.4,42.4,35.5,83.0,2.3,2.0,0.2,0.5,1.4,1.3,10.3
Keegan Murray,Keegan Murray,F,21,"6' 8""",215 lbs,Iowa,--,sacramento-kings,4594327,https://www.espn.com/nba/player/_/id/4594327/keegan-murray,,,,,,,,,,,,,
KZ Okpala,KZ Okpala,F,23,"6' 8""",215 lbs,Stanford,"$1,782,621",sacramento-kings,4278521,https://www.espn.com/nba/player/_/id/4278521/kz-okpala,Career,63,11.4,40.6,27.3,60.7,1.8,0.5,0.3,0.3,1.4,0.3,2.8
Neemias Queta,Neemias Queta,C,23,"7' 0""",245 lbs,Utah State,--,sacramento-kings,4397424,https://www.espn.com/nba/player/_/id/4397424/neemias-queta,Career,15,8.0,44.7,0.0,64.7,2.1,0.4,0.5,0.1,1.2,0.4,3.0
Domantas Sabonis,Domantas Sabonis,PF,26,"6' 11""",240 lbs,Gonzaga,"$19,800,000",sacramento-kings,3155942,https://www.espn.com/nba/player/_/id/3155942/domantas-sabonis,Career,415,28.5,53.4,31.9,72.8,9.2,3.6,0.4,0.7,3.0,2.3,14.4
Bogdan Bogdanovic,Bogdan Bogdanovic,SG,29,"6' 6""",225 lbs,--,"$18,000,000",atlanta-hawks,3037789,https://www.espn.com/nba/player/_/id/3037789/bogdan-bogdanovic,Career,316,28.6,43.9,38.4,82.2,3.4,3.4,0.2,1.0,2.1,1.5,14.2
Chaundee Brown Jr.,Chaundee Brown Jr.,G,23,"6' 5""",215 lbs,Michigan,--,atlanta-hawks,4278045,https://www.espn.com/nba/player/_/id/4278045/chaundee-brown-jr,Career,5,20.8,31.3,33.3,83.3,3.2,0.8,0.0,0.4,1.4,0.2,6.2
Clint Capela,Clint Capela,C,28,"6' 10""",256 lbs,--,"$18,603,448",atlanta-hawks,3102529,https://www.espn.com/nba/player/_/id/3102529/clint-capela,Career,471,26.8,62.4,0.0,52.7,10.7,1.0,1.5,0.7,2.4,1.1,12.4
John Collins,John Collins,PF,24,"6' 9""",226 lbs,Wake Forest,"$23,000,000",atlanta-hawks,3908845,https://www.espn.com/nba/player/_/id/3908845/john-collins,Career,293,29.0,55.9,37.6,77.9,8.3,1.6,1.0,0.6,3.1,1.5,16.5
Sharife Cooper,Sharife Cooper,PG,21,"6' 1""",176 lbs,Auburn,--,atlanta-hawks,4432173,https://www.espn.com/nba/player/_/id/4432173/sharife-cooper,Career,13,3.0,21.4,16.7,0.0,0.4,0.4,0.0,0.0,0.1,0.4,0.5
Trent Forrest,Trent Forrest,G,24,"6' 4""",210 lbs,Florida State,--,atlanta-hawks,4065656,https://www.espn.com/nba/player/_/id/4065656/trent-forrest,Career,90,11.9,47.8,18.9,85.1,1.6,1.7,0.1,0.4,0.7,0.8,3.1
AJ Griffin,AJ Griffin,F,18,"6' 6""",222 lbs,Duke,--,atlanta-hawks,4432585,https://www.espn.com/nba/player/_/id/4432585/aj-griffin,,,,,,,,,,,,,
Maurice Harkless,Maurice Harkless,SF,29,"6' 7""",220 lbs,St. John's,"$4,347,600",atlanta-hawks,6591,https://www.espn.com/nba/player/_/id/6591/maurice-harkless,Career,621,22.6,47.4,32.0,62.4,3.5,0.9,0.6,0.9,2.0,0.8,6.9
Aaron Holiday,Aaron Holiday,G,25,"6' 0""",185 lbs,UCLA,"$3,980,551",atlanta-hawks,3922230,https://www.espn.com/nba/player/_/id/3922230/aaron-holiday,Career,245,18.2,41.2,37.3,84.0,1.8,2.4,0.2,0.7,1.5,1.1,7.3
Justin Holiday,Justin Holiday,SF,33,"6' 6""",180 lbs,Washington,"$6,006,420",atlanta-hawks,2284101,https://www.espn.com/nba/player/_/id/2284101/justin-holiday,Career,576,24.6,39.8,36.5,82.0,3.0,1.5,0.4,1.0,1.7,0.9,8.7
De'Andre Hunter,De'Andre Hunter,SF,24,"6' 8""",221 lbs,Virginia,"$7,775,400",atlanta-hawks,4065732,https://www.espn.com/nba/player/_/id/4065732/deandre-hunter,Career,139,30.7,43.4,35.9,78.5,4.1,1.6,0.4,0.7,2.8,1.4,13.2
Jalen Johnson,Jalen Johnson,SF,20,"6' 8""",219 lbs,Duke,"$2,659,580",atlanta-hawks,4701230,https://www.espn.com/nba/player/_/id/4701230/jalen-johnson,Career,22,5.5,53.7,23.1,71.4,1.2,0.1,0.1,0.1,0.4,0.4,2.4
Frank Kaminsky,Frank Kaminsky,PG,29,"7' 0""",240 lbs,Wisconsin,"$1,669,178",atlanta-hawks,2579294,https://www.espn.com/nba/player/_/id/2579294/frank-kaminsky,Career,377,21.0,42.9,34.8,74.3,4.1,1.6,0.4,0.4,1.6,0.8,9.4
Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,SG,27,"6' 7""",215 lbs,--,"$1,669,178",atlanta-hawks,3893019,https://www.espn.com/nba/player/_/id/3893019/timothe-luwawu-cabarrot,Career,328,16.0,39.1,33.5,82.9,2.0,0.9,0.1,0.4,1.8,0.7,5.9
Tyrese Martin,Tyrese Martin,F,23,"6' 6""",215 lbs,Connecticut,--,atlanta-hawks,4397179,https://www.espn.com/nba/player/_/id/4397179/tyrese-martin,,,,,,,,,,,,,
Skylar Mays,Skylar Mays,SG,24,"6' 4""",205 lbs,LSU,--,atlanta-hawks,4066269,https://www.espn.com/nba/player/_/id/4066269/skylar-mays,Career,61,8.0,46.9,33.8,88.2,1.0,0.8,0.0,0.3,0.4,0.3,3.3
Dejounte Murray,Dejounte Murray,SG,25,"6' 4""",180 lbs,Washington,"$15,428,880",atlanta-hawks,3907497,https://www.espn.com/nba/player/_/id/3907497/dejounte-murray,Career,320,25.8,45.5,33.0,77.1,6.0,4.8,0.3,1.4,1.9,1.9,12.5
Onyeka Okongwu,Onyeka Okongwu,PF,21,"6' 8""",240 lbs,USC,"$6,104,280",atlanta-hawks,4431680,https://www.espn.com/nba/player/_/id/4431680/onyeka-okongwu,Career,98,16.3,67.2,0.0,69.5,4.6,0.7,0.9,0.6,2.5,0.7,6.3
Lou Williams,Lou Williams,SG,35,"6' 2""",175 lbs,--,"$5,000,000",atlanta-hawks,2799,https://www.espn.com/nba/player/_/id/2799/lou-williams,Career,1123,24.1,41.9,35.1,84.2,2.2,3.4,0.2,0.8,1.3,1.7,13.9
Trae Young,Trae Young,PG,23,"6' 1""",164 lbs,Oklahoma,"$8,326,471",atlanta-hawks,4277905,https://www.espn.com/nba/player/_/id/4277905/trae-young,Career,280,33.6,44.0,35.5,87.3,3.9,9.1,0.2,0.9,1.7,4.1,25.3
LaMelo Ball,LaMelo Ball,PG,20,"6' 7""",180 lbs,--,"$8,231,760",charlotte-hornets,4432816,https://www.espn.com/nba/player/_/id/4432816/lamelo-ball,Career,126,30.9,43.1,37.8,82.6,6.4,7.0,0.4,1.6,3.0,3.1,18.3
James Bouknight,James Bouknight,SG,21,"6' 4""",190 lbs,Connecticut,"$4,154,400",charlotte-hornets,4431712,https://www.espn.com/nba/player/_/id/4431712/james-bouknight,Career,31,9.8,34.8,34.7,87.1,1.7,0.8,0.0,0.2,0.9,0.5,4.6
Miles Bridges,Miles Bridges,SF,24,"6' 7""",225 lbs,Michigan State,"$5,421,493",charlotte-hornets,4066383,https://www.espn.com/nba/player/_/id/4066383/miles-bridges,Career,291,29.1,47.3,34.6,80.9,5.6,2.3,0.7,0.7,2.0,1.4,13.4
Montrezl Harrell,Montrezl Harrell,C,28,"6' 7""",240 lbs,Louisville,"$9,720,900",charlotte-hornets,2991055,https://www.espn.com/nba/player/_/id/2991055/montrezl-harrell,Career,458,21.5,62.0,11.7,66.2,5.3,1.4,0.8,0.6,2.1,1.1,12.9
Gordon Hayward,Gordon Hayward,SF,32,"6' 7""",225 lbs,Butler,"$29,925,000",charlotte-hornets,4249,https://www.espn.com/nba/player/_/id/4249/gordon-hayward,Career,734,31.1,45.3,37.1,82.6,4.5,3.5,0.4,1.0,1.7,2.0,15.6
Kai Jones,Kai Jones,PF,21,"6' 10""",221 lbs,Texas,"$2,770,560",charlotte-hornets,4431699,https://www.espn.com/nba/player/_/id/4431699/kai-jones,Career,21,3.0,64.3,50.0,37.5,0.5,0.2,0.1,0.0,0.4,0.3,1.0
Arnoldas Kulboka,Arnoldas Kulboka,PF,24,"6' 10""",209 lbs,--,--,charlotte-hornets,4230551,https://www.espn.com/nba/player/_/id/4230551/arnoldas-kulboka,Career,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Scottie Lewis,Scottie Lewis,SG,22,"6' 5""",185 lbs,Florida,--,charlotte-hornets,4432812,https://www.espn.com/nba/player/_/id/4432812/scottie-lewis,Career,2,3.5,0.0,0.0,50.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5
Cody Martin,Cody Martin,SF,26,"6' 6""",205 lbs,Nevada,"$1,782,621",charlotte-hornets,3138161,https://www.espn.com/nba/player/_/id/3138161/cody-martin,Career,171,21.2,46.0,32.3,66.0,3.5,2.1,0.3,1.0,1.4,0.8,5.8
Jalen McDaniels,Jalen McDaniels,PF,24,"6' 9""",205 lbs,San Diego State,"$1,782,621",charlotte-hornets,4066731,https://www.espn.com/nba/player/_/id/4066731/jalen-mcdaniels,Career,118,17.7,47.5,35.9,73.2,3.4,1.1,0.4,0.5,1.9,0.8,6.6
Bryce McGowens,Bryce McGowens,G,19,"6' 7""",179 lbs,Nebraska,--,charlotte-hornets,4576086,https://www.espn.com/nba/player/_/id/4576086/bryce-mcgowens,,,,,,,,,,,,,
Kelly Oubre Jr.,Kelly Oubre Jr.,SG,26,"6' 6""",203 lbs,Kansas,"$12,000,000",charlotte-hornets,3133603,https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr,Career,479,25.2,43.4,33.1,74.9,4.3,1.0,0.5,0.9,2.5,1.0,12.0
Mason Plumlee,Mason Plumlee,C,32,"6' 11""",254 lbs,Duke,"$9,248,333",charlotte-hornets,2488653,https://www.espn.com/nba/player/_/id/2488653/mason-plumlee,Career,661,22.3,58.4,4.9,55.7,6.6,2.4,0.9,0.8,2.8,1.5,8.3
Nick Richards,Nick Richards,C,24,"7' 0""",245 lbs,Kentucky,"$1,517,981",charlotte-hornets,4278076,https://www.espn.com/nba/player/_/id/4278076/nick-richards,Career,68,6.3,64.6,0.0,68.5,1.4,0.2,0.3,0.1,0.9,0.4,2.4
Terry Rozier,Terry Rozier,SG,28,"6' 1""",190 lbs,Louisville,"$17,905,263",charlotte-hornets,3074752,https://www.espn.com/nba/player/_/id/3074752/terry-rozier,Career,477,26.1,41.7,37.6,82.2,3.9,3.2,0.2,0.9,1.4,1.2,12.7
Isaiah Thomas,Isaiah Thomas,G,33,"5' 9""",185 lbs,Washington,"$191,860",charlotte-hornets,6472,https://www.espn.com/nba/player/_/id/6472/isaiah-thomas,Career,550,28.3,43.4,36.2,87.2,2.4,4.8,0.1,0.9,2.1,2.3,17.7
JT Thor,JT Thor,PF,19,"6' 9""",203 lbs,Auburn,"$1,250,000",charlotte-hornets,4702233,https://www.espn.com/nba/player/_/id/4702233/jt-thor,Career,33,7.9,43.6,25.9,60.0,1.3,0.6,0.3,0.2,0.8,0.3,2.0
P.J. Washington,P.J. Washington,PF,23,"6' 7""",230 lbs,Kentucky,"$4,215,120",charlotte-hornets,4278078,https://www.espn.com/nba/player/_/id/4278078/pj-washington,Career,187,29.3,45.4,37.5,70.2,5.7,2.3,1.0,0.9,2.6,1.6,11.8
Mark Williams,Mark Williams,C,20,"7' 0""",242 lbs,Duke,--,charlotte-hornets,4701232,https://www.espn.com/nba/player/_/id/4701232/mark-williams,,,,,,,,,,,,,
Bam Adebayo,Bam Adebayo,C,25,"6' 9""",255 lbs,Kentucky,"$28,103,500",miami-heat,4066261,https://www.espn.com/nba/player/_/id/4066261/bam-adebayo,Career,343,28.2,55.8,14.0,74.1,8.3,3.5,0.9,1.0,2.4,2.1,13.5
Jamaree Bouyea,Jamaree Bouyea,G,23,"6' 2""",170 lbs,San Francisco,--,miami-heat,4280245,https://www.espn.com/nba/player/_/id/4280245/jamaree-bouyea,,,,,,,,,,,,,
Jimmy Butler,Jimmy Butler,SF,32,"6' 7""",230 lbs,Marquette,"$36,016,200",miami-heat,6430,https://www.espn.com/nba/player/_/id/6430/jimmy-butler,Career,690,33.1,46.0,32.1,84.1,5.3,4.1,0.5,1.6,1.4,1.6,17.7
Jamal Cain,Jamal Cain,F,23,"6' 7""",191 lbs,Oakland,--,miami-heat,4278572,https://www.espn.com/nba/player/_/id/4278572/jamal-cain,,,,,,,,,,,,,
Darius Days,Darius Days,F,22,"6' 7""",240 lbs,LSU,--,miami-heat,4396978,https://www.espn.com/nba/player/_/id/4396978/darius-days,,,,,,,,,,,,,
Dewayne Dedmon,Dewayne Dedmon,C,33,"7' 0""",245 lbs,USC,"$1,669,178",miami-heat,2580913,https://www.espn.com/nba/player/_/id/2580913/dewayne-dedmon,Career,477,17.8,52.7,33.8,73.5,5.9,0.7,0.8,0.5,2.5,1.0,6.4
Marcus Garrett,Marcus Garrett,SG,23,"6' 5""",205 lbs,Kansas,--,miami-heat,4277892,https://www.espn.com/nba/player/_/id/4277892/marcus-garrett,Career,12,10.7,23.8,25.0,40.0,1.9,0.6,0.3,0.4,1.3,0.2,1.1
Udonis Haslem,Udonis Haslem,PF,42,"6' 8""",235 lbs,Florida,"$1,669,178",miami-heat,2184,https://www.espn.com/nba/player/_/id/2184/udonis-haslem,Career,872,24.8,48.9,9.7,75.6,6.6,0.8,0.3,0.5,2.4,0.9,7.5
Tyler Herro,Tyler Herro,PG,22,"6' 5""",195 lbs,Kentucky,"$4,004,280",miami-heat,4395725,https://www.espn.com/nba/player/_/id/4395725/tyler-herro,Career,175,30.3,44.0,38.5,85.1,4.7,3.2,0.2,0.6,1.4,2.1,16.7
Haywood Highsmith,Haywood Highsmith,F,25,"6' 7""",220 lbs,Wheeling Jesuit,"$290,967",miami-heat,4291678,https://www.espn.com/nba/player/_/id/4291678/haywood-highsmith,Career,24,8.5,35.7,30.3,28.6,1.3,0.3,0.1,0.1,0.6,0.2,2.2
Nikola Jovic,Nikola Jovic,F,19,"6' 11""",223 lbs,--,--,miami-heat,4997528,https://www.espn.com/nba/player/_/id/4997528/nikola-jovic,,,,,,,,,,,,,
Kyle Lowry,Kyle Lowry,PG,36,"6' 0""",196 lbs,Villanova,"$26,894,128",miami-heat,3012,https://www.espn.com/nba/player/_/id/3012/kyle-lowry,Career,1023,31.9,42.5,36.8,81.3,4.4,6.3,0.3,1.3,2.7,2.4,14.8
Caleb Martin,Caleb Martin,SF,26,"6' 5""",205 lbs,Nevada,"$1,782,621",miami-heat,3138160,https://www.espn.com/nba/player/_/id/3138160/caleb-martin,Career,131,19.1,45.5,36.3,72.5,3.1,1.2,0.4,0.8,1.5,0.8,7.1
Markieff Morris,Markieff Morris,PF,32,"6' 9""",245 lbs,Kansas,"$1,669,178",miami-heat,6461,https://www.espn.com/nba/player/_/id/6461/markieff-morris,Career,715,24.8,44.6,34.1,77.7,5.2,1.6,0.5,0.8,2.7,1.5,10.9
Victor Oladipo,Victor Oladipo,SG,30,"6' 4""",213 lbs,Indiana,"$1,669,178",miami-heat,2527963,https://www.espn.com/nba/player/_/id/2527963/victor-oladipo,Career,462,32.8,43.8,34.8,79.0,4.6,3.9,0.5,1.6,2.4,2.6,17.4
